timestep,DouYuTV-SeaL,OmGiTzPauly,NorthernGriz,BergerBoi,Dszs,CtrlZee,SADEX,1000level,Bookinga,BigBeefyy,MoNKeY203tG,Ascholes,PurplePenguin9,34DTrueDamage,dinkeing,ImSoPhamcy,Ninjakirby,Sichuanxlg,Jingchita,AbelZz,xXtentacionXx,BNOISE,patrickmoneyy,heavychevyz7197,KCannon98,lzuizhengui0818,xiaogao13,Haten-Gu,Newblacen,Unity_Yi,WellSuited,HKR-iNexxT,A_Araujo,X3evolution,NoParkingHere,Sugar_Booger423,nide2Bxiaojiejie,Northidaho,zhuyi1993,ZZTYSR,SBSB123,Thee_Milk_Man,WuGangFeng,jinze,PPPIGFEET,g0f55,Alexande-999,Facktk,china_lml520ad,WalrusInHeat,HandsomeBi,FreshMelonBalls,NET_MANHDUNG2,Games_414_TQ1,LittleMoustache,SuccMeOffSki,Daerljgodi,SAOZISHUIZHENDUO,Corleone_Wu,LuToRious,chenpan007,Pis22,KrazyPortuguese,xuezhiqian717,WOJIAOLIGUAPI,Dinostoned,JoeyJoeman,UrGrandFather,Piece_of_Sht,Hcl211,BlackDpre,Vjolt,pdfjkkvjk,DjmikeC25,BuckFutt22,Summertime333,TONGLIANGZHI,Solayuki1,Weirdo7777,NameLessisME,ZachOnTitan,Reesman22,FantasticBoys,Kroy2005,IdiotWHJ,EnGliSh22,98888888kK,zd1994925,JoyFeng-,LowGe,TedHQW
165.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.4705641302238042,0.4873406767808768,0.49129751599078575,0.0,0.0,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
167.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.4705641302238042,0.4873406767808768,0.49129751599078575,0.0,0.0,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
167.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.4873406767808768,0.6818041456951544,0.0,0.0,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
170.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.4873406767808768,0.6818041456951544,0.0,0.0,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.6249837338807299
175.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.4873406767808768,0.6818041456951544,0.5678068951310494,0.5678068951310494,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.6249837338807299
183.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.4873406767808768,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.6249837338807299
194.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.6051816293478836,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.6051816293478836,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.6249837338807299
199.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.6051816293478836,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.6051816293478836,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
211.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.6051816293478836,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.6051816293478836,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6489071400940839,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.6489071400940839,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
215.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6489071400940839,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.6489071400940839,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
229.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6489071400940839,0.6958022032154408,0.4679949126850674,0.4679949126850674,0.7031303361402993,0.7031303361402993,0.0,0.0,0.6489071400940839,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
232.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6489071400940839,0.6958022032154408,0.4679949126850674,0.4679949126850674,0.7031303361402993,0.7031303361402993,0.0,0.0,0.6489071400940839,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.4656479712087883,0.4656479712087883,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
232.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6489071400940839,0.6958022032154408,0.4679949126850674,0.4679949126850674,0.7031303361402993,0.7031303361402993,0.0,0.0,0.6489071400940839,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.5671530687757806,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
235.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6489071400940839,0.6958022032154408,0.4679949126850674,0.4679949126850674,0.7031303361402993,0.7031303361402993,0.0,0.0,0.6489071400940839,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
248.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6489071400940839,0.6408358495597506,0.4679949126850674,0.4679949126850674,0.7031303361402993,0.7031303361402993,0.0,0.0,0.6489071400940839,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
256.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6304163409699598,0.6408358495597506,0.4679949126850674,0.4679949126850674,0.7031303361402993,0.7031303361402993,0.0,0.0,0.6304163409699598,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
357.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6304163409699598,0.6408358495597506,0.4679949126850674,0.4679949126850674,0.6879437029279305,0.6879437029279305,0.0,0.0,0.6304163409699598,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6243324497898656,0.6243324497898656,0.6249837338807299
357.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6304163409699598,0.6408358495597506,0.4679949126850674,0.4679949126850674,0.6879437029279305,0.6879437029279305,0.0,0.0,0.6304163409699598,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6707823223257058,0.6707823223257058,0.6249837338807299
361.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6304163409699598,0.6408358495597506,0.5748255417318787,0.5748255417318787,0.6879437029279305,0.6879437029279305,0.0,0.0,0.6304163409699598,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6707823223257058,0.6707823223257058,0.6249837338807299
361.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6304163409699598,0.6408358495597506,0.5748255417318787,0.5748255417318787,0.6879437029279305,0.6879437029279305,0.0,0.0,0.6304163409699598,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6234820900094863,0.6234820900094863,0.6249837338807299
368.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6304163409699598,0.6408358495597506,0.5748255417318787,0.5748255417318787,0.6879437029279305,0.6879437029279305,0.0,0.0,0.6304163409699598,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.5803768834193443,0.5803768834193443,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6234820900094863,0.6234820900094863,0.6249837338807299
368.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6304163409699598,0.6408358495597506,0.5748255417318787,0.5748255417318787,0.6879437029279305,0.6879437029279305,0.0,0.0,0.6304163409699598,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.7119139050527666,0.7119139050527666,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6234820900094863,0.6234820900094863,0.6249837338807299
406.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.626920128536866,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6408358495597506,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.6818041456951544,0.4705641302238042,0.626920128536866,0.6818041456951544,0.699064457068503,0.699064457068503,0.0,0.6304163409699598,0.6408358495597506,0.5748255417318787,0.5748255417318787,0.6879437029279305,0.6879437029279305,0.0,0.0,0.6304163409699598,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.7119139050527666,0.7119139050527666,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.7018336624661756,0.0,0.0,0.0,0.0,0.0,0.581278274792504,0.581278274792504,0.0,0.0,0.7018336624661756,0.0,0.0,0.6249837338807299,0.0,0.0,0.0,0.0,0.0,0.6162900203300832,0.6162900203300832,0.6249837338807299
